ds,category,sub_category,y
2015-10-10,Office Supplies,Labels,31
2015-10-10,Office Supplies,Paper,45
2015-10-10,Office Supplies,Storage,1802
2015-10-11,Furniture,Tables,958
2015-10-11,Office Supplies,Storage,22
2015-10-11,Technology,Accessories,32
2015-10-12,Furniture,Bookcases,1525
2015-10-12,Furniture,Tables,210
2015-10-12,Office Supplies,Art,20
2015-10-12,Office Supplies,Binders,13
2015-10-12,Office Supplies,Paper,52
2015-10-12,Office Supplies,Storage,82
2015-10-12,Technology,Accessories,18
2015-10-12,Technology,Phones,472
2015-10-13,Furniture,Chairs,288
2015-10-13,Technology,Phones,84
2015-10-15,Furniture,Chairs,2453
2015-10-15,Furniture,Furnishings,148
2015-10-15,Office Supplies,Binders,4
2015-10-15,Office Supplies,Envelopes,4
2015-10-15,Office Supplies,Paper,5
2015-10-15,Technology,Accessories,604
2015-10-16,Technology,Phones,825
2015-10-17,Office Supplies,Storage,78
2015-10-18,Furniture,Furnishings,10
2015-10-18,Office Supplies,Appliances,73
2015-10-18,Office Supplies,Paper,18
2015-10-18,Technology,Accessories,28
2015-10-18,Technology,Phones,250
2015-10-19,Office Supplies,Appliances,1641
2015-10-19,Office Supplies,Binders,40
2015-10-19,Office Supplies,Paper,34
2015-10-19,Technology,Accessories,270
2015-10-19,Technology,Phones,150
2015-10-20,Furniture,Furnishings,91
2015-10-20,Furniture,Tables,365
2015-10-20,Office Supplies,Paper,25
2015-10-20,Technology,Accessories,240
2015-10-22,Office Supplies,Binders,5
2015-10-22,Office Supplies,Storage,10
2015-10-23,Furniture,Chairs,1275
2015-10-23,Office Supplies,Art,11
2015-10-23,Office Supplies,Binders,10
2015-10-23,Office Supplies,Envelopes,12
2015-10-23,Office Supplies,Paper,109
2015-10-23,Technology,Accessories,148
2015-10-23,Technology,Copiers,480
2015-10-23,Technology,Phones,218
2015-10-24,Furniture,Chairs,454
2015-10-24,Furniture,Tables,347
2015-10-24,Office Supplies,Binders,4
2015-10-24,Office Supplies,Paper,26
2015-10-25,Furniture,Chairs,873
2015-10-25,Furniture,Tables,253
2015-10-25,Office Supplies,Art,139
2015-10-25,Technology,Phones,159
2015-10-26,Office Supplies,Appliances,204
2015-10-26,Office Supplies,Binders,14
2015-10-26,Office Supplies,Labels,153
2015-10-26,Office Supplies,Paper,132
2015-10-26,Office Supplies,Storage,719
2015-10-26,Technology,Phones,175
2015-10-28,Furniture,Furnishings,57
2015-10-28,Office Supplies,Envelopes,11
2015-10-28,Office Supplies,Storage,37
2015-10-29,Office Supplies,Envelopes,211
2015-10-29,Office Supplies,Paper,33
2015-10-30,Furniture,Furnishings,15
2015-10-30,Office Supplies,Appliances,183
2015-10-30,Technology,Copiers,440
2015-10-30,Technology,Machines,1096
2015-10-30,Technology,Phones,388
2015-10-31,Furniture,Bookcases,426
2015-10-31,Furniture,Chairs,323
2015-10-31,Office Supplies,Art,8
2015-10-31,Office Supplies,Binders,438
2015-10-31,Office Supplies,Envelopes,109
2015-10-31,Office Supplies,Fasteners,17
2015-10-31,Office Supplies,Labels,427
2015-10-31,Office Supplies,Paper,20
2015-10-31,Office Supplies,Storage,47
2015-10-31,Office Supplies,Supplies,100
2015-10-31,Technology,Phones,1296
2015-11-01,Furniture,Chairs,533
2015-11-01,Furniture,Furnishings,260
2015-11-01,Furniture,Tables,302
2015-11-01,Office Supplies,Art,8
2015-11-01,Office Supplies,Fasteners,3
2015-11-01,Office Supplies,Paper,14
2015-11-01,Technology,Accessories,1435
2015-11-01,Technology,Phones,552
2015-11-02,Furniture,Bookcases,512
2015-11-02,Furniture,Chairs,2731
2015-11-02,Furniture,Furnishings,97
2015-11-02,Furniture,Tables,1039
2015-11-02,Office Supplies,Appliances,198
2015-11-02,Office Supplies,Binders,158
2015-11-02,Technology,Accessories,448
2015-11-02,Technology,Phones,345
2015-11-03,Furniture,Chairs,1449
2015-11-03,Furniture,Furnishings,43
2015-11-03,Office Supplies,Envelopes,7
2015-11-03,Technology,Accessories,90
2015-11-03,Technology,Phones,1213
2015-11-05,Furniture,Chairs,207
2015-11-05,Office Supplies,Appliances,387
2015-11-05,Office Supplies,Binders,130
2015-11-05,Office Supplies,Labels,20
2015-11-05,Office Supplies,Storage,63
2015-11-05,Office Supplies,Supplies,27
2015-11-06,Office Supplies,Binders,4
2015-11-06,Office Supplies,Envelopes,7
2015-11-07,Furniture,Chairs,906
2015-11-07,Furniture,Furnishings,65
2015-11-07,Office Supplies,Art,24
2015-11-07,Office Supplies,Binders,1393
2015-11-07,Office Supplies,Envelopes,24
2015-11-07,Office Supplies,Fasteners,26
2015-11-07,Office Supplies,Paper,84
2015-11-07,Office Supplies,Storage,263
2015-11-07,Technology,Machines,288
2015-11-08,Furniture,Bookcases,4405
2015-11-08,Furniture,Chairs,578
2015-11-08,Furniture,Furnishings,271
2015-11-08,Office Supplies,Appliances,44
2015-11-08,Office Supplies,Art,306
2015-11-08,Office Supplies,Binders,194
2015-11-08,Office Supplies,Fasteners,42
2015-11-08,Office Supplies,Labels,5
2015-11-08,Office Supplies,Paper,111
2015-11-08,Office Supplies,Storage,67
2015-11-08,Technology,Accessories,492
2015-11-08,Technology,Machines,4644
2015-11-08,Technology,Phones,1040
2015-11-09,Furniture,Tables,1024
2015-11-09,Office Supplies,Binders,28
2015-11-09,Office Supplies,Envelopes,38
2015-11-09,Office Supplies,Fasteners,2
2015-11-09,Office Supplies,Paper,28
2015-11-09,Office Supplies,Storage,263
2015-11-09,Technology,Accessories,914
2015-11-09,Technology,Machines,2322
2015-11-10,Furniture,Furnishings,29
2015-11-10,Office Supplies,Appliances,716
2015-11-10,Office Supplies,Binders,75
2015-11-10,Office Supplies,Storage,2088
2015-11-10,Technology,Accessories,80
2015-11-10,Technology,Copiers,550
2015-11-11,Office Supplies,Appliances,124
2015-11-11,Office Supplies,Storage,418
2015-11-12,Furniture,Chairs,670
2015-11-12,Office Supplies,Art,12
2015-11-12,Office Supplies,Binders,10
2015-11-12,Office Supplies,Envelopes,240
2015-11-12,Office Supplies,Paper,32
2015-11-12,Office Supplies,Storage,65
2015-11-12,Technology,Phones,101
2015-11-13,Furniture,Bookcases,1597
2015-11-13,Furniture,Furnishings,183
2015-11-13,Office Supplies,Binders,168
2015-11-13,Office Supplies,Paper,347
2015-11-13,Office Supplies,Storage,85
2015-11-13,Technology,Accessories,351
2015-11-13,Technology,Phones,859
2015-11-14,Furniture,Chairs,1114
2015-11-14,Furniture,Furnishings,76
2015-11-14,Office Supplies,Appliances,826
2015-11-14,Office Supplies,Binders,20
2015-11-14,Office Supplies,Envelopes,34
2015-11-14,Office Supplies,Fasteners,9
2015-11-14,Office Supplies,Paper,37
2015-11-14,Technology,Accessories,397
2015-11-15,Furniture,Furnishings,40
2015-11-15,Office Supplies,Art,119
2015-11-15,Office Supplies,Binders,213
2015-11-15,Office Supplies,Storage,321
2015-11-15,Office Supplies,Supplies,9
2015-11-16,Furniture,Furnishings,221
2015-11-16,Furniture,Tables,1564
2015-11-16,Office Supplies,Appliances,523
2015-11-16,Office Supplies,Labels,19
2015-11-16,Office Supplies,Paper,180
2015-11-16,Office Supplies,Storage,21
2015-11-16,Technology,Accessories,1000
2015-11-16,Technology,Phones,545
2015-11-17,Furniture,Chairs,1550
2015-11-17,Furniture,Furnishings,118
2015-11-17,Office Supplies,Paper,138
2015-11-17,Office Supplies,Storage,1623
2015-11-17,Office Supplies,Supplies,41
2015-11-17,Technology,Phones,416
2015-11-19,Furniture,Furnishings,142
2015-11-19,Office Supplies,Appliances,31
2015-11-19,Office Supplies,Binders,6
2015-11-19,Technology,Phones,862
2015-11-20,Furniture,Bookcases,622
2015-11-20,Furniture,Chairs,916
2015-11-20,Furniture,Furnishings,118
2015-11-20,Office Supplies,Art,210
2015-11-20,Office Supplies,Binders,199
2015-11-20,Office Supplies,Labels,50
2015-11-20,Office Supplies,Paper,20
2015-11-20,Office Supplies,Storage,159
2015-11-20,Technology,Accessories,14
2015-11-20,Technology,Machines,480
2015-11-20,Technology,Phones,73
2015-11-21,Furniture,Bookcases,388
2015-11-21,Furniture,Chairs,397
2015-11-21,Furniture,Furnishings,18
2015-11-21,Furniture,Tables,1253
2015-11-21,Office Supplies,Appliances,371
2015-11-21,Office Supplies,Art,16
2015-11-21,Office Supplies,Binders,76
2015-11-21,Office Supplies,Labels,29
2015-11-21,Office Supplies,Supplies,16
2015-11-21,Technology,Accessories,417
2015-11-21,Technology,Copiers,440
2015-11-21,Technology,Machines,84
2015-11-21,Technology,Phones,111
2015-11-22,Furniture,Tables,207
2015-11-22,Office Supplies,Appliances,69
2015-11-22,Office Supplies,Art,17
2015-11-22,Office Supplies,Binders,18
2015-11-22,Office Supplies,Fasteners,55
2015-11-22,Office Supplies,Paper,156
2015-11-22,Office Supplies,Storage,34
2015-11-22,Technology,Accessories,27
2015-11-22,Technology,Machines,33
2015-11-23,Office Supplies,Appliances,2625
2015-11-23,Office Supplies,Art,31
2015-11-23,Office Supplies,Binders,24
2015-11-23,Office Supplies,Envelopes,17
2015-11-23,Office Supplies,Paper,419
2015-11-23,Office Supplies,Storage,27
2015-11-23,Technology,Phones,308
2015-11-24,Furniture,Furnishings,80
2015-11-24,Office Supplies,Art,15
2015-11-24,Office Supplies,Binders,120
2015-11-24,Office Supplies,Paper,535
2015-11-24,Office Supplies,Storage,455
2015-11-24,Technology,Accessories,14
2015-11-25,Office Supplies,Art,13
2015-11-26,Furniture,Furnishings,692
2015-11-26,Office Supplies,Binders,76
2015-11-26,Office Supplies,Paper,11
2015-11-26,Office Supplies,Storage,105
2015-11-26,Technology,Copiers,600
2015-11-27,Furniture,Bookcases,171
2015-11-27,Furniture,Chairs,284
2015-11-27,Furniture,Furnishings,39
2015-11-27,Furniture,Tables,821
2015-11-27,Office Supplies,Art,30
2015-11-27,Office Supplies,Binders,6
2015-11-27,Office Supplies,Paper,369
2015-11-27,Technology,Accessories,557
2015-11-27,Technology,Phones,833
2015-11-28,Furniture,Furnishings,626
2015-11-28,Office Supplies,Appliances,45
2015-11-28,Office Supplies,Art,8
2015-11-28,Office Supplies,Envelopes,62
2015-11-28,Office Supplies,Fasteners,3
2015-11-28,Office Supplies,Paper,336
2015-11-28,Office Supplies,Storage,136
2015-11-28,Technology,Phones,648
2015-11-29,Furniture,Chairs,1409
2015-11-29,Office Supplies,Appliances,555
2015-11-29,Office Supplies,Art,218
2015-11-29,Office Supplies,Binders,13
2015-11-29,Office Supplies,Paper,20
2015-11-29,Office Supplies,Storage,523
2015-11-29,Technology,Accessories,21
2015-11-30,Furniture,Bookcases,681
2015-11-30,Furniture,Furnishings,434
2015-11-30,Office Supplies,Appliances,98
2015-11-30,Office Supplies,Binders,163
2015-11-30,Office Supplies,Envelopes,89
2015-11-30,Office Supplies,Fasteners,11
2015-11-30,Office Supplies,Paper,50
2015-11-30,Technology,Phones,272
2015-12-01,Furniture,Chairs,4681
2015-12-01,Furniture,Furnishings,7
2015-12-01,Furniture,Tables,1913
2015-12-01,Office Supplies,Art,18
2015-12-01,Office Supplies,Binders,119
2015-12-01,Office Supplies,Paper,184
2015-12-01,Office Supplies,Storage,209
2015-12-03,Furniture,Bookcases,359
2015-12-03,Furniture,Furnishings,81
2015-12-03,Office Supplies,Art,9
2015-12-03,Office Supplies,Binders,697
2015-12-03,Office Supplies,Paper,201
2015-12-03,Technology,Accessories,37
2015-12-03,Technology,Machines,482
2015-12-03,Technology,Phones,106
2015-12-04,Furniture,Chairs,1110
2015-12-04,Furniture,Furnishings,89
2015-12-04,Office Supplies,Art,54
2015-12-04,Office Supplies,Binders,1606
2015-12-04,Office Supplies,Envelopes,289
2015-12-04,Office Supplies,Paper,86
2015-12-04,Technology,Phones,1950
2015-12-05,Furniture,Chairs,262
2015-12-05,Furniture,Furnishings,44
2015-12-05,Office Supplies,Art,45
2015-12-05,Office Supplies,Binders,411
2015-12-05,Office Supplies,Envelopes,12
2015-12-05,Office Supplies,Labels,13
2015-12-05,Office Supplies,Paper,23
2015-12-05,Technology,Accessories,87
2015-12-06,Furniture,Chairs,71
2015-12-06,Furniture,Furnishings,320
2015-12-06,Office Supplies,Appliances,8
2015-12-06,Office Supplies,Art,243
2015-12-06,Office Supplies,Binders,18
2015-12-06,Office Supplies,Labels,15
2015-12-06,Office Supplies,Paper,314
2015-12-06,Office Supplies,Storage,1573
2015-12-06,Technology,Accessories,1620
2015-12-06,Technology,Copiers,1000
2015-12-06,Technology,Phones,879
2015-12-07,Furniture,Chairs,284
2015-12-07,Furniture,Furnishings,80
2015-12-07,Office Supplies,Appliances,153
2015-12-07,Office Supplies,Binders,28
2015-12-07,Office Supplies,Fasteners,4
2015-12-07,Office Supplies,Labels,3
2015-12-07,Office Supplies,Paper,13
2015-12-07,Technology,Phones,774
2015-12-08,Office Supplies,Paper,377
2015-12-08,Office Supplies,Storage,222
2015-12-08,Technology,Accessories,236
2015-12-08,Technology,Phones,1838
2015-12-09,Office Supplies,Paper,34
2015-12-10,Furniture,Chairs,735
2015-12-10,Furniture,Tables,802
2015-12-10,Office Supplies,Appliances,53
2015-12-10,Office Supplies,Art,89
2015-12-10,Office Supplies,Labels,16
2015-12-10,Office Supplies,Paper,323
2015-12-10,Technology,Accessories,127
2015-12-10,Technology,Copiers,800
2015-12-10,Technology,Phones,135
2015-12-11,Furniture,Bookcases,70
2015-12-11,Furniture,Furnishings,107
2015-12-11,Furniture,Tables,365
2015-12-11,Office Supplies,Art,17
2015-12-11,Office Supplies,Binders,157
2015-12-11,Office Supplies,Labels,197
2015-12-11,Office Supplies,Paper,113
2015-12-11,Office Supplies,Storage,46
2015-12-11,Technology,Accessories,393
2015-12-11,Technology,Phones,126
2015-12-12,Furniture,Chairs,349
2015-12-12,Furniture,Furnishings,166
2015-12-12,Office Supplies,Art,10
2015-12-12,Office Supplies,Binders,24
2015-12-12,Office Supplies,Envelopes,16
2015-12-12,Office Supplies,Fasteners,8
2015-12-12,Office Supplies,Paper,166
2015-12-12,Office Supplies,Storage,360
2015-12-12,Office Supplies,Supplies,26
2015-12-12,Technology,Accessories,322
2015-12-13,Office Supplies,Appliances,134
2015-12-13,Office Supplies,Binders,67
2015-12-13,Office Supplies,Labels,10
2015-12-13,Office Supplies,Paper,32
2015-12-13,Technology,Accessories,285
2015-12-13,Technology,Phones,494
2015-12-14,Furniture,Furnishings,50
2015-12-14,Furniture,Tables,274
2015-12-14,Office Supplies,Art,56
2015-12-14,Office Supplies,Binders,101
2015-12-14,Office Supplies,Paper,6
2015-12-14,Technology,Accessories,50
2015-12-14,Technology,Phones,320
2015-12-15,Furniture,Furnishings,263
2015-12-15,Office Supplies,Appliances,104
2015-12-15,Office Supplies,Art,3
2015-12-15,Office Supplies,Binders,51
2015-12-15,Technology,Accessories,2925
2015-12-15,Technology,Machines,1800
2015-12-15,Technology,Phones,348
2015-12-16,Office Supplies,Paper,5
2015-12-17,Furniture,Chairs,992
2015-12-17,Furniture,Furnishings,254
2015-12-17,Office Supplies,Art,234
2015-12-17,Office Supplies,Binders,123
2015-12-17,Office Supplies,Storage,180
2015-12-17,Technology,Phones,136
2015-12-18,Furniture,Furnishings,20
2015-12-18,Office Supplies,Art,7
2015-12-18,Office Supplies,Envelopes,56
2015-12-18,Office Supplies,Labels,18
2015-12-18,Office Supplies,Paper,21
2015-12-18,Office Supplies,Storage,647
2015-12-18,Technology,Accessories,166
2015-12-19,Furniture,Tables,1053
2015-12-19,Office Supplies,Appliances,527
2015-12-19,Office Supplies,Binders,7
2015-12-19,Office Supplies,Fasteners,5
2015-12-19,Office Supplies,Labels,7
2015-12-19,Office Supplies,Paper,146
2015-12-19,Technology,Accessories,3541
2015-12-19,Technology,Phones,834
2015-12-20,Furniture,Bookcases,359
2015-12-20,Furniture,Furnishings,14
2015-12-20,Office Supplies,Appliances,36
2015-12-20,Office Supplies,Envelopes,8
2015-12-20,Office Supplies,Labels,12
2015-12-20,Office Supplies,Paper,72
2015-12-20,Office Supplies,Storage,89
2015-12-20,Technology,Accessories,357
2015-12-20,Technology,Phones,160
2015-12-21,Furniture,Furnishings,52
2015-12-21,Furniture,Tables,1618
2015-12-21,Office Supplies,Appliances,61
2015-12-21,Office Supplies,Art,63
2015-12-21,Office Supplies,Envelopes,27
2015-12-21,Technology,Accessories,788
2015-12-21,Technology,Machines,601
2015-12-21,Technology,Phones,48
2015-12-22,Furniture,Chairs,423
2015-12-22,Office Supplies,Art,17
2015-12-22,Office Supplies,Storage,34
2015-12-23,Office Supplies,Appliances,194
2015-12-24,Furniture,Bookcases,590
2015-12-24,Furniture,Chairs,884
2015-12-24,Furniture,Furnishings,91
2015-12-24,Office Supplies,Art,41
2015-12-24,Office Supplies,Binders,40
2015-12-24,Office Supplies,Fasteners,52
2015-12-24,Office Supplies,Labels,22
2015-12-24,Office Supplies,Paper,275
2015-12-24,Technology,Copiers,4900
2015-12-24,Technology,Machines,480
2015-12-24,Technology,Phones,112
2015-12-25,Furniture,Bookcases,611
2015-12-25,Furniture,Furnishings,823
2015-12-25,Office Supplies,Appliances,415
2015-12-25,Office Supplies,Art,3
2015-12-25,Office Supplies,Binders,158
2015-12-25,Office Supplies,Labels,9
2015-12-25,Office Supplies,Paper,68
2015-12-25,Technology,Accessories,844
2015-12-25,Technology,Copiers,1200
2015-12-25,Technology,Phones,74
2015-12-26,Furniture,Chairs,275
2015-12-26,Furniture,Tables,52
2015-12-26,Office Supplies,Fasteners,22
2015-12-26,Office Supplies,Paper,213
2015-12-27,Furniture,Bookcases,663
2015-12-27,Furniture,Chairs,212
2015-12-27,Furniture,Furnishings,53
2015-12-27,Furniture,Tables,1549
2015-12-27,Office Supplies,Appliances,463
2015-12-27,Office Supplies,Envelopes,238
2015-12-27,Office Supplies,Labels,22
2015-12-27,Office Supplies,Paper,225
2015-12-27,Office Supplies,Storage,359
2015-12-27,Technology,Accessories,86
2015-12-27,Technology,Phones,1279
2015-12-28,Office Supplies,Storage,25
2015-12-28,Technology,Accessories,54
2015-12-29,Office Supplies,Supplies,6
2015-12-30,Office Supplies,Envelopes,271
2015-12-30,Office Supplies,Paper,69
2015-12-30,Office Supplies,Storage,75
2015-12-30,Technology,Machines,2549
2015-12-30,Technology,Phones,288
2015-12-31,Furniture,Furnishings,15
2015-12-31,Office Supplies,Binders,1205
2015-12-31,Office Supplies,Fasteners,3
2015-12-31,Office Supplies,Storage,153
2015-12-31,Office Supplies,Supplies,6
2016-01-02,Furniture,Bookcases,174
2016-01-02,Technology,Phones,232
2016-01-03,Furniture,Tables,1593
2016-01-03,Office Supplies,Binders,12
2016-01-03,Office Supplies,Storage,114
2016-01-03,Technology,Accessories,196
2016-01-03,Technology,Phones,181
2016-01-04,Office Supplies,Art,5
2016-01-04,Office Supplies,Binders,105
2016-01-04,Technology,Copiers,960
2016-01-05,Office Supplies,Art,5
2016-01-05,Technology,Accessories,191
2016-01-05,Technology,Phones,59
2016-01-07,Furniture,Furnishings,23
2016-01-07,Office Supplies,Art,35
2016-01-07,Office Supplies,Paper,26
2016-01-08,Furniture,Bookcases,1566
2016-01-08,Office Supplies,Art,48
2016-01-08,Office Supplies,Binders,137
2016-01-08,Technology,Phones,109
2016-01-09,Furniture,Furnishings,15
2016-01-09,Technology,Accessories,350
2016-01-09,Technology,Phones,378
2016-01-10,Furniture,Furnishings,105
2016-01-10,Technology,Accessories,70
2016-01-11,Furniture,Furnishings,55
2016-01-11,Office Supplies,Paper,79
2016-01-11,Technology,Phones,16
2016-01-14,Furniture,Furnishings,316
2016-01-14,Office Supplies,Paper,90
2016-01-15,Furniture,Tables,182
2016-01-15,Office Supplies,Art,5
2016-01-15,Office Supplies,Binders,50
2016-01-15,Office Supplies,Envelopes,69
2016-01-15,Office Supplies,Paper,142
2016-01-15,Technology,Accessories,255
2016-01-16,Office Supplies,Binders,12
2016-01-16,Technology,Accessories,91
2016-01-17,Furniture,Furnishings,323
2016-01-17,Technology,Accessories,718
2016-01-21,Furniture,Chairs,1167
2016-01-22,Furniture,Bookcases,451
2016-01-22,Furniture,Furnishings,124
2016-01-22,Office Supplies,Appliances,65
2016-01-22,Office Supplies,Binders,26
2016-01-22,Office Supplies,Fasteners,8
2016-01-22,Office Supplies,Labels,65
2016-01-22,Office Supplies,Paper,13
